"id","measurement","time"
"-M_Sdc4GfHltn5XWGqzK","26.75","Tue, 11 May 2021 22:58:03 GMT"
"-M_SdeWTJHN6IhnM9cdX","26.75","Tue, 11 May 2021 22:58:25 GMT"
"-M_SdgyVWBpkuUbK40w0","26.6875","Tue, 11 May 2021 22:58:37 GMT"
"-M_SdmD4pB010D5uxi41","26.6875","Tue, 11 May 2021 22:58:45 GMT"
"-M_SdmHb570KhvE9b1NV","26.6875","Tue, 11 May 2021 22:58:55 GMT"
"-M_SdpALKWN57_h2zpBp","26.6875","Tue, 11 May 2021 22:59:05 GMT"
"-M_Sdr9pauZ2I8kXrOIA","26.625","Tue, 11 May 2021 22:59:15 GMT"
"-M_Sdtb3OhKS5d915xWb","26.625","Tue, 11 May 2021 22:59:25 GMT"
"-M_Sdw1b7tzwAR-SunLZ","26.625","Tue, 11 May 2021 22:59:35 GMT"
"-M_SdyTlAkTGRt4kSwNg","26.5625","Tue, 11 May 2021 22:59:45 GMT"
"-M_Se-vwYa887UJQLlww","26.5625","Tue, 11 May 2021 22:59:55 GMT"
"-M_Se2Mq5FdkqDrPdgZB","26.5625","Tue, 11 May 2021 23:00:05 GMT"
"-M_Se4o6HBBGhta9sd75","26.5","Tue, 11 May 2021 23:00:15 GMT"
"-M_Se7FZtukRj96VRlwz","26.5","Tue, 11 May 2021 23:00:25 GMT"
"-M_Se9ghguO1wtLPEV9N","26.5","Tue, 11 May 2021 23:00:35 GMT"
"-M_SeC7a0puU_ugbtNly","26.4375","Tue, 11 May 2021 23:00:45 GMT"
"-M_SeEaA-XZbCXtAArtP","26.4375","Tue, 11 May 2021 23:00:55 GMT"
"-M_SeH-zlH_1VhNlFgE7","26.4375","Tue, 11 May 2021 23:01:05 GMT"
"-M_SeJS7wgt0zi8Hkg7R","26.375","Tue, 11 May 2021 23:01:15 GMT"
"-M_SeLtVHSxpA84Bu46h","26.375","Tue, 11 May 2021 23:01:26 GMT"
"-M_SeOKYpKLr9Xq_T12F","26.375","Tue, 11 May 2021 23:01:35 GMT"
"-M_SeQlxMF3JwIwp-RMj","26.375","Tue, 11 May 2021 23:01:45 GMT"
"-M_SeTTzPZqFLw4x-Oc9","26.375","Tue, 11 May 2021 23:01:55 GMT"
"-M_SeVeKOav17XbUEBij","26.3125","Tue, 11 May 2021 23:02:05 GMT"
"-M_SeY5Zj0zNBws7snrV","26.3125","Tue, 11 May 2021 23:02:15 GMT"
"-M_Se_XjgJqYPdctqQrI","26.3125","Tue, 11 May 2021 23:02:25 GMT"
"-M_Sebz-Fkmj3QRddU4q","26.3125","Tue, 11 May 2021 23:02:35 GMT"
"-M_SeeQM8utYJe7DPrSu","26.25","Tue, 11 May 2021 23:02:45 GMT"
"-M_Segr_pB78_GqqPDvv","26.25","Tue, 11 May 2021 23:02:55 GMT"
"-M_SejIlEOtKkQIVHICB","26.25","Tue, 11 May 2021 23:03:07 GMT"
"-M_Selk-EDjjy0pspPYO","26.25","Tue, 11 May 2021 23:03:15 GMT"
"-M_SeoBJIgh3oP0PitDe","26.25","Tue, 11 May 2021 23:03:25 GMT"
"-M_SerAp1rcKHcazRKrV","26.1875","Tue, 11 May 2021 23:03:35 GMT"
"-M_Set4IwhfmRsA-rl_x","26.1875","Tue, 11 May 2021 23:03:45 GMT"
"-M_SevWQljGrveL02Fq6","26.125","Tue, 11 May 2021 23:03:55 GMT"
"-M_SexzDIsYznANMStt8","26.125","Tue, 11 May 2021 23:04:06 GMT"
"-M_Sf-Oaqf3LCL4HHRi3","26.125","Tue, 11 May 2021 23:04:15 GMT"
"-M_Sf1pjBGDsLd3bNz1h","26.125","Tue, 11 May 2021 23:04:25 GMT"
"-M_Sf4bYC610HnUGmkbY","26.125","Tue, 11 May 2021 23:04:35 GMT"
"-M_Sf6iUITnuOEjtgOil","26.0625","Tue, 11 May 2021 23:04:45 GMT"
"-M_Sf9Q53pUVQOanbUUS","26.0625","Tue, 11 May 2021 23:04:55 GMT"
"-M_SfBbq2tybDmWHMLq1","26.0625","Tue, 11 May 2021 23:05:05 GMT"
"-M_SfE454XAOKYCVT6lr","26.0625","Tue, 11 May 2021 23:05:15 GMT"
"-M_SfGUt0qMB3mRevEYR","26","Tue, 11 May 2021 23:05:25 GMT"
"-M_SfIw68iqSx4HpDYcg","26","Tue, 11 May 2021 23:05:35 GMT"
"-M_SfLN92vBJ5fGU7wDF","26","Tue, 11 May 2021 23:05:45 GMT"
"-M_SfNo35Cj8YLHxegfD","26","Tue, 11 May 2021 23:05:55 GMT"
"-M_SfQFY4HjgPobGFC-6","26","Tue, 11 May 2021 23:06:05 GMT"
"-M_SfSgi796-kGzinxrI","25.9375","Tue, 11 May 2021 23:06:19 GMT"
"-M_SfV82YNIivJBtAF1C","25.9375","Tue, 11 May 2021 23:06:25 GMT"
"-M_SfX_PkBESBgPjehmF","25.875","Tue, 11 May 2021 23:06:35 GMT"
"-M_Sfa5dsQRQnFIr5nvd","25.875","Tue, 11 May 2021 23:06:45 GMT"
"-M_SfbSzbyL268Yg7LQz","25.875","Tue, 11 May 2021 23:06:55 GMT"
"-M_SfeDvMHEJu1-xKqeF","25.875","Tue, 11 May 2021 23:07:05 GMT"
"-M_SfgLPFPuHclwModzT","25.875","Tue, 11 May 2021 23:07:15 GMT"
"-M_SfimdqcTZGYBg7gUM","25.8125","Tue, 11 May 2021 23:07:25 GMT"
"-M_SflDraPF_Xn1Jt4NN","25.8125","Tue, 11 May 2021 23:07:36 GMT"
"-M_Sfnf2luoTL5vuxgox","25.8125","Tue, 11 May 2021 23:07:45 GMT"
"-M_Sfq6LLmPH052i0CSH","25.8125","Tue, 11 May 2021 23:07:55 GMT"
"-M_SfsojhQgXejn_Tm7H","25.8125","Tue, 11 May 2021 23:08:05 GMT"
"-M_SfuzmBdY-y-m6-krs","25.75","Tue, 11 May 2021 23:08:46 GMT"
"-M_SfxR9AzbByCPVIJ1B","25.75","Tue, 11 May 2021 23:08:54 GMT"
"-M_Sfzsby8puTJWSZAET","25.75","Tue, 11 May 2021 23:09:04 GMT"
"-M_Sg4Dhac73ZNPbnDyB","25.75","Tue, 11 May 2021 23:09:14 GMT"
"-M_Sg8NdYwmQf8gwA0fS","25.6875","Tue, 11 May 2021 23:09:24 GMT"
"-M_Sg8slQiSGjmyVkygv","25.6875","Tue, 11 May 2021 23:09:34 GMT"
"-M_SgAt83fZdG2AHN5eY","25.6875","Tue, 11 May 2021 23:09:44 GMT"
"-M_SgDKPgYNKf0Q6HWIu","25.625","Tue, 11 May 2021 23:09:54 GMT"
"-M_SgFlXgLLAuj8UCL_l","25.625","Tue, 11 May 2021 23:10:04 GMT"
"-M_SgICGyNpT1pv4aw91","25.625","Tue, 11 May 2021 23:10:14 GMT"
"-M_SgKdSRypL6msfHnBc","25.625","Tue, 11 May 2021 23:10:24 GMT"
"-M_SgN4llu9JA08s2KAS","25.625","Tue, 11 May 2021 23:10:34 GMT"
"-M_SgPX7A3Q8V59-4ODR","25.5625","Tue, 11 May 2021 23:10:44 GMT"
"-M_SgRyLAffKnhDdXBXW","25.5625","Tue, 11 May 2021 23:10:54 GMT"
"-M_SgUPVWMJv-Ti9_EMg","25.5625","Tue, 11 May 2021 23:11:04 GMT"
"-M_SgWqi58KIAHvPqjuQ","25.5625","Tue, 11 May 2021 23:11:14 GMT"
"-M_SgZI62NjkYI1PzkC_","25.5","Tue, 11 May 2021 23:11:24 GMT"
"-M_SgajB7MMxQCSoe3cy","25.5","Tue, 11 May 2021 23:11:34 GMT"
"-M_SgdAl04lfZWuuYQx_","25.5","Tue, 11 May 2021 23:11:45 GMT"
"-M_Sgfbmlf0w3FoJkB35","25.5","Tue, 11 May 2021 23:11:54 GMT"
"-M_Sgi2wzHwpGkgJzCBZ","25.5","Tue, 11 May 2021 23:12:04 GMT"
"-M_SgkVTANfC2svdmjd3","25.4375","Tue, 11 May 2021 23:12:14 GMT"
"-M_SgmwSk155C9BcuOxG","25.4375","Tue, 11 May 2021 23:12:24 GMT"
"-M_SgpcF-drjQLz9IkgO","25.4375","Tue, 11 May 2021 23:12:34 GMT"
"-M_SgrpOkP09Ijy01Ev6","25.4375","Tue, 11 May 2021 23:12:44 GMT"
"-M_SguHeuRlmnWq7LQz1","25.4375","Tue, 11 May 2021 23:12:54 GMT"
"-M_Sgwht5_dIPaRdIkkq","25.375","Tue, 11 May 2021 23:13:04 GMT"
"-M_Sgz8wLOvFyQXCmcQa","25.375","Tue, 11 May 2021 23:13:14 GMT"
"-M_Sh0a1zyRAc4gFzSv1","25.375","Tue, 11 May 2021 23:13:24 GMT"
"-M_Sh31NTDyKu8LeO5co","25.375","Tue, 11 May 2021 23:13:34 GMT"
"-M_Sh5U5GmQhR-w1zl-V","25.3125","Tue, 11 May 2021 23:13:44 GMT"
"-M_Sh7ujwmyNsm5sb7sP","25.3125","Tue, 11 May 2021 23:13:56 GMT"
"-M_ShAM4d7A0GDb5Tq1k","25.3125","Tue, 11 May 2021 23:14:04 GMT"
"-M_ShCnWIWY-R8UAt1H3","25.3125","Tue, 11 May 2021 23:14:14 GMT"
"-M_ShFEfUzsp6vnORmyX","25.3125","Tue, 11 May 2021 23:14:24 GMT"
"-M_ShHfreWXDMnUG4N2v","25.3125","Tue, 11 May 2021 23:14:34 GMT"
"-M_ShKTv3HpWSbvn4x3h","25.25","Tue, 11 May 2021 23:14:44 GMT"
"-M_ShMZzMUvHjD0r-Cih","25.25","Tue, 11 May 2021 23:14:54 GMT"
"-M_ShP-Rch6zVJ3e24Q0","25.25","Tue, 11 May 2021 23:15:04 GMT"
"-M_ShRS-b1obD_dhF45y","25.25","Tue, 11 May 2021 23:15:14 GMT"
"-M_ShTsnHPZ3sxExhqcD","25.25","Tue, 11 May 2021 23:15:24 GMT"
"-M_ShW_ttfCYhcBB82Da","25.1875","Tue, 11 May 2021 23:15:34 GMT"
"-M_ShYl_2oV1AHRzko0-","25.1875","Tue, 11 May 2021 23:15:44 GMT"
"-M_ShaCrihg6xd3eHWHd","25.1875","Tue, 11 May 2021 23:15:54 GMT"
"-M_ShceHOerrkX7-7IxI","25.1875","Tue, 11 May 2021 23:16:04 GMT"
"-M_Shf5LIIs3bARTHRlo","25.125","Tue, 11 May 2021 23:16:14 GMT"
"-M_ShhXj8BMaA5MlhoxX","25.125","Tue, 11 May 2021 23:16:24 GMT"
"-M_ShjypovL-sm9MSk4h","25.125","Tue, 11 May 2021 23:16:34 GMT"
"-M_ShmQ7VTFUu45OOKqh","25.125","Tue, 11 May 2021 23:16:44 GMT"
"-M_ShorHYYURdlqWx2qc","25.125","Tue, 11 May 2021 23:16:54 GMT"
"-M_ShrIZNGxGZg-RZZlB","25.0625","Tue, 11 May 2021 23:17:04 GMT"
"-M_ShtjsVg0G5d3kO_PH","25.0625","Tue, 11 May 2021 23:17:14 GMT"
"-M_ShwB7Hl7hv3Kp5g-a","25.0625","Tue, 11 May 2021 23:17:24 GMT"
"-M_ShycGhOUc9u8_Tbp4","25.0625","Tue, 11 May 2021 23:17:34 GMT"
"-M_Si03UKjhGejf7YpcY","25.0625","Tue, 11 May 2021 23:17:44 GMT"
"-M_Si2VvkOHrDKiLgDnY","25","Tue, 11 May 2021 23:17:54 GMT"
"-M_Si4xB_7LIQ4kDdA3v","25","Tue, 11 May 2021 23:18:04 GMT"
"-M_Si7OKxvuWwpLjIhV2","25","Tue, 11 May 2021 23:18:14 GMT"
"-M_Si9pda_gFaqOMTV3D","25","Tue, 11 May 2021 23:18:24 GMT"
"-M_SiCW9pSueYc5wBAz7","24.9375","Tue, 11 May 2021 23:18:34 GMT"
"-M_SiF2gjUGW_6kogrBP","24.9375","Tue, 11 May 2021 23:18:44 GMT"
"-M_SiHU_MGuHOsG2XyGz","24.9375","Tue, 11 May 2021 23:18:54 GMT"
"-M_SiJaVHmCMvqCGBWvx","24.9375","Tue, 11 May 2021 23:19:04 GMT"
"-M_SiM1nNUfgcpz71PIn","24.9375","Tue, 11 May 2021 23:19:14 GMT"
"-M_SiOTqlfwWMmSUOjIS","24.9375","Tue, 11 May 2021 23:19:24 GMT"
"-M_SiQvBc8vBnXTk3Vbu","24.9375","Tue, 11 May 2021 23:19:34 GMT"
"-M_SiTNJKKwL_t6e4zfa","24.9375","Tue, 11 May 2021 23:19:44 GMT"
"-M_SiVnlbMy5AdfwWI8s","24.875","Tue, 11 May 2021 23:19:56 GMT"
"-M_SiYExXo4Iqfq6uob3","24.875","Tue, 11 May 2021 23:20:04 GMT"
"-M_Si_gCe-yvsO5tQztd","24.875","Tue, 11 May 2021 23:20:14 GMT"
"-M_Sic8t-svYETIYzz3u","24.875","Tue, 11 May 2021 23:20:24 GMT"
"-M_Sie_1DhssLknnvkN0","24.875","Tue, 11 May 2021 23:20:34 GMT"
"-M_SihxvWH6nCWebZF1P","24.875","Tue, 11 May 2021 23:20:44 GMT"
"-M_SijSBsajWk_AO8-ph","24.8125","Tue, 11 May 2021 23:20:57 GMT"
"-M_SiltXqpo1hqX9Y7Xw","24.8125","Tue, 11 May 2021 23:21:18 GMT"
"-M_SioKo8cDNlW0DWLoU","24.8125","Tue, 11 May 2021 23:21:18 GMT"
"-M_SiqmJUmIugIX7GUJN","24.8125","Tue, 11 May 2021 23:21:28 GMT"
"-M_SitDNFpv6mKZLOvMD","24.8125","Tue, 11 May 2021 23:21:38 GMT"
"-M_Sj0YIq7yLfoNyrcXY","24.75","Tue, 11 May 2021 23:21:48 GMT"
"-M_Sj0arVkBbduLrjtNY","24.75","Tue, 11 May 2021 23:22:00 GMT"
"-M_Sj32X0OUH5Fm1rlto","24.75","Tue, 11 May 2021 23:22:08 GMT"
"-M_Sj5UPxRDxZuD_KGIk","24.75","Tue, 11 May 2021 23:22:18 GMT"
"-M_Sj7xCmxwEvUrv74J9","24.75","Tue, 11 May 2021 23:22:30 GMT"
"-M_SjAn31Aw52Y3Jz9jE","24.6875","Tue, 11 May 2021 23:22:41 GMT"
"-M_SjCp01m8djEn2_DHM","24.6875","Tue, 11 May 2021 23:22:48 GMT"
"-M_SjFFps03rdvkABDCB","24.6875","Tue, 11 May 2021 23:22:58 GMT"
"-M_SjI-iamK-JGxhyl5q","24.6875","Tue, 11 May 2021 23:23:08 GMT"
"-M_SjKqOKB_Vua7-Jeoe","24.6875","Tue, 11 May 2021 23:23:18 GMT"
"-M_SjM_b5bZ2xRNU-e9v","24.6875","Tue, 11 May 2021 23:23:28 GMT"
"-M_SjP0csYoOj0YjRm91","24.6875","Tue, 11 May 2021 23:23:38 GMT"
"-M_SjRTDghnukVxXlvEg","24.625","Tue, 11 May 2021 23:23:48 GMT"
"-M_SjTuatvfSi-nyyJU3","24.625","Tue, 11 May 2021 23:23:58 GMT"
"-M_SjWLSEcqThdMIPH7P","24.625","Tue, 11 May 2021 23:24:09 GMT"
"-M_SjYn2A3kHxhEOqgdn","24.625","Tue, 11 May 2021 23:24:18 GMT"
"-M_SjaE3YAcUIHBG-2XO","24.625","Tue, 11 May 2021 23:24:28 GMT"
"-M_Sjcf3YpId987x2T4H","24.625","Tue, 11 May 2021 23:24:38 GMT"
"-M_SjfMBtdP4eA_oK9WI","24.625","Tue, 11 May 2021 23:24:48 GMT"
"-M_SjhYXijNYa-uIUQeW","24.5625","Tue, 11 May 2021 23:24:58 GMT"
"-M_SjjzhoJ6cpRlqVET5","24.5625","Tue, 11 May 2021 23:25:08 GMT"
"-M_SjmRCpZNK6k8Th2AA","24.5625","Tue, 11 May 2021 23:25:18 GMT"
"-M_SjosGfOP737Xc0Elq","24.5625","Tue, 11 May 2021 23:25:28 GMT"
"-M_SjrJQxqlrgfnVd8XD","24.5625","Tue, 11 May 2021 23:25:38 GMT"
"-M_SjtkfIsCzPPkaP3KP","24.5625","Tue, 11 May 2021 23:25:48 GMT"
"-M_SjwC2f5drA9imkV8q","24.5625","Tue, 11 May 2021 23:25:58 GMT"
"-M_SjydrOoSqfR70rVBl","24.5","Tue, 11 May 2021 23:26:08 GMT"
"-M_Sk04X2LGDl0ZV1eGJ","24.5","Tue, 11 May 2021 23:26:19 GMT"
"-M_Sk2XFMBblGfhLh1hl","24.5","Tue, 11 May 2021 23:26:28 GMT"
"-M_Sk4xzisIeL11mkphu","24.5","Tue, 11 May 2021 23:26:38 GMT"
"-M_Sk7PDfyFoA8WOjscl","24.5","Tue, 11 May 2021 23:26:48 GMT"
"-M_Sk9sCVCYSJYo9pvYg","24.5","Tue, 11 May 2021 23:26:58 GMT"
"-M_SkCIVp0RxFYqqqogV","24.4375","Tue, 11 May 2021 23:27:08 GMT"
"-M_SkEjGIc1uvCmUBaZd","24.4375","Tue, 11 May 2021 23:27:18 GMT"
"-M_SkHAI6C5VHUySi_co","24.4375","Tue, 11 May 2021 23:27:28 GMT"
"-M_SkJbj2HT6gtN34igA","24.4375","Tue, 11 May 2021 23:27:38 GMT"
"-M_SkMLx6q9YsmsO--JG","24.4375","Tue, 11 May 2021 23:27:49 GMT"
"-M_SkOW1nIaDruzgi8T5","24.4375","Tue, 11 May 2021 23:27:58 GMT"
"-M_SkQwN3wRkkJGfdMSP","24.4375","Tue, 11 May 2021 23:28:08 GMT"
"-M_SkTNVYBlAgHlxtBgz","24.375","Tue, 11 May 2021 23:28:18 GMT"
"-M_SkVq9Ca5HB8VqKFSN","24.375","Tue, 11 May 2021 23:28:28 GMT"
"-M_SkYFyqGgSYaauMHmx","24.375","Tue, 11 May 2021 23:28:38 GMT"
"-M_Sk_hatbRcrJwQQRFN","24.375","Tue, 11 May 2021 23:28:48 GMT"
"-M_Skc8KSZYP8xY9WyoY","24.375","Tue, 11 May 2021 23:28:58 GMT"
"-M_Ske_vuyWBMZXYntCb","24.3125","Tue, 11 May 2021 23:29:08 GMT"
"-M_Skh1Amcf-xIxSeWV8","24.3125","Tue, 11 May 2021 23:29:18 GMT"
"-M_SkjTJ4wXTw06FN0jH","24.3125","Tue, 11 May 2021 23:29:28 GMT"
"-M_SkluyJ-hDn5rD3pWm","24.3125","Tue, 11 May 2021 23:29:38 GMT"
"-M_SkoLfpP5Zpvc4tsgl","24.3125","Tue, 11 May 2021 23:29:48 GMT"
"-M_SkqmsL907tySQXSyy","24.3125","Tue, 11 May 2021 23:29:58 GMT"
"-M_SktED_ps7pCk84pDO","24.25","Tue, 11 May 2021 23:30:08 GMT"
"-M_SkvfZrt7frkifT998","24.25","Tue, 11 May 2021 23:30:19 GMT"
"-M_Sky6uFY1O9P2WQde6","24.25","Tue, 11 May 2021 23:30:28 GMT"
"-M_Sl-ZNS4tV1JRs-Pn7","24.25","Tue, 11 May 2021 23:30:40 GMT"
"-M_Sl2-0krUrrMMXpHgV","24.25","Tue, 11 May 2021 23:30:48 GMT"
"-M_Sl4fuXxR3YUeuEkmu","24.1875","Tue, 11 May 2021 23:30:58 GMT"
"-M_Sl6sju4cxu7FqcdSA","24.25","Tue, 11 May 2021 23:31:08 GMT"
"-M_Sl9eLnxxsGxpMfUNx","24.25","Tue, 11 May 2021 23:31:18 GMT"
"-M_SlBlOXLGbw1rtuOLX","24.1875","Tue, 11 May 2021 23:31:28 GMT"
"-M_SlECK1E6U2IOMpof6","24.1875","Tue, 11 May 2021 23:31:38 GMT"
"-M_SlGdfn_BJOo58QVGx","24.1875","Tue, 11 May 2021 23:31:48 GMT"
"-M_SlJ4v37tcRxliTh6m","24.1875","Tue, 11 May 2021 23:31:58 GMT"
"-M_SlLXBRE_9bviJDZpl","24.125","Tue, 11 May 2021 23:32:08 GMT"
"-M_SlNyP9ZQ30rPm78WZ","24.1875","Tue, 11 May 2021 23:32:18 GMT"
"-M_SlQPt1VIuSeFtUYfC","24.125","Tue, 11 May 2021 23:32:28 GMT"
"-M_SlSqwcXbpljQbimKu","24.125","Tue, 11 May 2021 23:32:38 GMT"
"-M_SlVICgwJeMWZjltPk","24.125","Tue, 11 May 2021 23:32:48 GMT"
"-M_SlXjR02jnPF-Pohnm","24.125","Tue, 11 May 2021 23:32:58 GMT"
"-M_Sl_AYRj7w2kBxsEck","24.125","Tue, 11 May 2021 23:33:08 GMT"
"-M_SlbcKeOu6njlypjo6","24.125","Tue, 11 May 2021 23:33:18 GMT"
"-M_Sle3AoWE80wP20z1G","24.125","Tue, 11 May 2021 23:33:28 GMT"
"-M_SlgVKFnpJc08uoDPu","24.0625","Tue, 11 May 2021 23:33:38 GMT"
"-M_Sliwd-uH07CdVuP8R","24.0625","Tue, 11 May 2021 23:33:48 GMT"
"-M_SlldS76UCwOWYUC2p","24.0625","Tue, 11 May 2021 23:33:58 GMT"
"-M_SlnpAMDeRAqYQSPtK","24.0625","Tue, 11 May 2021 23:34:08 GMT"
"-M_SlqGLeA1vwKa8G1z2","24.0625","Tue, 11 May 2021 23:34:18 GMT"
"-M_SlshfyLx1lxqECIHL","24.0625","Tue, 11 May 2021 23:34:28 GMT"
"-M_Slv8vLrMVB--SAY5_","24.0625","Tue, 11 May 2021 23:34:38 GMT"
"-M_Slxa5S01xsZVnYIdT","24.0625","Tue, 11 May 2021 23:34:48 GMT"
"-M_Sm-1NAjtujlBRGG8_","24.0625","Tue, 11 May 2021 23:34:58 GMT"
"-M_Sm1TjOm7Ygab_QTTA","24","Tue, 11 May 2021 23:35:08 GMT"
"-M_Sm3uvuEpB_OIbYye6","24","Tue, 11 May 2021 23:35:18 GMT"
"-M_Sm6MIynu21f7g-7wB","24","Tue, 11 May 2021 23:35:28 GMT"
"-M_Sm8nMLN6UvD7nctHN","24","Tue, 11 May 2021 23:35:38 GMT"
"-M_SmBEk4b6eBZ3_l5Y9","24","Tue, 11 May 2021 23:35:48 GMT"
"-M_SmDg03cxkLv3bQAJf","24","Tue, 11 May 2021 23:35:58 GMT"
"-M_SmG7L0cmyzaef7jls","24","Tue, 11 May 2021 23:36:08 GMT"
"-M_SmIZMLC71kClYzaCu","23.9375","Tue, 11 May 2021 23:36:18 GMT"
"-M_SmL-gsHvl6MLEJMq5","23.9375","Tue, 11 May 2021 23:36:28 GMT"
"-M_SmNRuwTlmffiXCx3-","23.9375","Tue, 11 May 2021 23:36:38 GMT"
"-M_SmPt8kq0aQIwBlDak","23.9375","Tue, 11 May 2021 23:36:48 GMT"
"-M_SmSZlLSDHnUk7sTju","23.9375","Tue, 11 May 2021 23:36:58 GMT"
"-M_SmUleGaBvsF_fQfmf","23.9375","Tue, 11 May 2021 23:37:08 GMT"
"-M_SmXCvcrKeDelTtMim","23.9375","Tue, 11 May 2021 23:37:18 GMT"
"-M_SmZeKwyUKyMTEH0Mk","23.9375","Tue, 11 May 2021 23:37:28 GMT"
